provider_place_id,provider_name,preferred_partner,name,longitude,latitude,street,city,region,postal_code,country_code,household_count,evs_access,reservable,evs_location,opening_hours_internal,open_24h,free_charge,auth_methods,payment_methods,entries,entry_exits,exits,notes,phone,url,picture_url,email,dyn_data,service_type,parking_slots,green_energy,floor_level,chargenow,yomi,status,legal_disclaimer,recent_use,operator_name,operator_id,suboperator_name,suboperator_id,verification_status,last_modified,num_dc_charge_points,num_ac_charge_points,max_dc_power,max_dc_amps,max_dc_volts,max_ac_power,max_ac_amps,max_ac_volts,typ1_count,typ2_count,typ3_count,typcn_count,typcndc_count,chademo_count,combotyp1_count,combotyp2_count,cee_count,station_name,district,p_ingestday,provider_id,Target_Date,Planned_Status
MA5DT8Q54_4403070232,CIS,,慢充 南网电动,114.405708,22.637006,大鹏区葵涌街道华润万家(坝光新村店)坝光新村东区,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CC,CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://manage.wodeev.com/pub/api/v0.1/attachs/3B2F6D26ED3B4F819EE65CF617201BD1,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,南网电动,CHA:66b2881dc88b908f0656bc86e5010efa,,,,2025-08-26 23:33:33.209793,0,240,,,,7.0,32.0,220.0,,,,240.0,,,,,,南网电动坝光新村东区充电站,龙岗区,2025-08-30,256,2026-05-20,Pending
313744932_383260,CIS,,快充 星星充电,113.865948,22.645428,九围社区洲石路合利兴洋工业园,深圳市,广东省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,EASY_CHARGE,CONTRACT,,,,,+86 188 1898 1855,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://app-cdn.starcharge.com//c3f9ba19-ca28-477d-b5e5-394c419566b3.JPG,,yes,Self-service,36,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,星星充电,CHA:5078046e5124cbb7ddb5ffbf48d64ccd,,,,2025-08-26 23:33:33.209793,36,0,240.0,240.0,1000.0,,,,,,,,36.0,,,,,宝安石龙星星充电站,宝安区,2025-08-30,256,2026-05-10,Pending
311774601_2201061635213103rcbys5xq,CIS,,慢充 蔚蓝快充,114.04212,22.552055,缔梦园,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,蔚蓝快充,CHA:b54340eec965fbdb7b15aaee1b8143e4,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,220.0,,,,6.0,,,,,,缔梦园,福田区,2025-08-30,256,2026-06-01,Pending
MA5DT8Q54_4403040172,CIS,,慢充 南网电动,114.018422,22.545821,福田区香蜜湖街道春田路2号深圳高级中学(集团)中心校区,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CC,CONTRACT,MOBIL",,,,,+86 400 689 5598,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://manage.wodeev.com/pub/api/v0.1/attachs/FFE7471606D342BBB7486E0202A4310C,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,南网电动,CHA:66b2881dc88b908f0656bc86e5010efa,,,,2025-08-26 23:33:33.209793,0,10,,,,7.0,32.0,220.0,,,,10.0,,,,,,福田深圳高级中学（集团）中心校区充电站,福田区,2025-08-30,256,2026-06-01,Pending
101437000_21728,CIS,,快充 小桔充电,114.245893,22.742686,龙岗街道玉岭路1号 龙西玉岭路,深圳市,广东省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 151 1884 4320,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/image/76d731cb62d7ecea.blob?srcurl=http://100.69.238.49/static/comp-pad/76d731cb62d7ecea.blob&mode=online&opt=resize&width=750&height=422,,yes,Self-service,30,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,33,0,600.0,600.0,1000.0,,,,,,,,33.0,,,,,橙桔龙西玉岭路充电站,龙岗区,2025-08-30,256,2026-05-10,Pending
MA5DT8Q54_20181225191816000014,CIS,,慢充 南网电动,114.350664,22.70917,坪山区坪山街道坪山新区中共深圳市坪山区委员会(坪山大道333号),深圳市,广东省,,CN,,PRIVATE,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CC,CONTRACT,MOBIL",,,,,+86 136 9272 5999,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://manage.wodeev.com/pub/api/v0.1/attachs/AC05D14EA4C940CB916C735AABB5B80E,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,南网电动,CHA:66b2881dc88b908f0656bc86e5010efa,,,,2025-08-26 23:33:33.209793,0,28,,,,7.0,32.0,220.0,,,,28.0,,,,,,坪山区政府充电站,坪山区,2025-08-30,256,2026-05-10,Pending
MAC65JAA9_440307011000-00001,CIS,,慢充 朗新新能源,114.250312,22.737127,龙岗街道阅山公馆地下停车场负二层,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",http://charge-platform-public.oss-cn-beijing.aliyuncs.com/common/40001/20240507140201763787944031171788$1.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,朗新新能源,CHA:807145254d892cb6d2a5bc07b335112b,,,,2025-08-26 23:33:33.209793,0,50,,,,7.0,32.0,220.0,,,,50.0,,,,,,小朗充电-阅山公馆充电站,龙岗区,2025-08-30,256,2026-05-20,Pending
MA5DLDKY3_1526,CIS,,慢充 润诚达,113.937938,22.741924,光明区广东省深圳市光明区光源5路宝能科技园一期1号楼地下负二层,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CASH,CC,MOBIL",,,,,+86 176 7185 5387,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,润诚达,CHA:f77c39867b6b7101bfe17677172d64d2,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,220.0,,,,6.0,,,,,,邦凯科技园一期充电站,光明区,2025-08-30,256,2026-05-15,Pending
311774601_220417213951715465995208,CIS,,慢充 蔚蓝快充,114.030556,22.605017,龙悦居-四期,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,蔚蓝快充,CHA:b54340eec965fbdb7b15aaee1b8143e4,,,,2025-08-26 23:33:33.209793,0,60,,,,7.0,32.0,220.0,,,,60.0,,,,,,龙悦居-4期-地库（2）,龙华区,2025-08-30,256,2026-05-15,Pending
565843400_CAGDBA057307,CIS,,慢充 昆仑网电,114.0711,22.5456,福中路32号振业花园充电站,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,+86 95700,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://oos-cn.ctyunapi.cn/ptne/image/12345.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,昆仑网电,CHA:d858648bd94bab98dacf7f2089aa5432,,,,2025-08-26 23:33:33.209793,0,4,,,,7.0,32.0,240.0,,,,4.0,,,,,,昆仑网电深圳CK振业花园慢充充电站,福田区,2025-08-30,256,2026-05-20,Pending
320513112_12-056,CIS,,慢充 依威能源,113.974223,22.558244,桃源街道龙井路65号,深圳市,广东省,,CN,,PRIVATE,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 188 2528 6514,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://image.e-chong.com/20210202092411_2261.jpg,,yes,Self-service,3,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,9,,,,7.0,32.0,253.0,,,,9.0,,,,,,林栖园,南山区,2025-08-30,256,2026-05-20,Pending
311774601_201207143446720846206894,CIS,,慢充 蔚蓝快充,114.02592,22.626629,莱蒙·水榭春天-A区,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,蔚蓝快充,CHA:b54340eec965fbdb7b15aaee1b8143e4,,,,2025-08-26 23:33:33.209793,0,19,,,,7.0,32.0,220.0,,,,19.0,,,,,,莱蒙水榭春天6A期,龙华区,2025-08-30,256,2026-05-20,Pending
101437000_33157,CIS,,快充 小桔充电,113.829501,22.641515,福永街道升蓝智慧港内,深圳市,广东省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,EASY_CHARGE,"CONTRACT,MOBIL",,,,,+86 181 4856 6788,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/static/comp-pad/9e9ec59eea2e4a25.blob,,yes,Self-service,7,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,7,0,480.0,600.0,1000.0,,,,,,,,7.0,,,,,升蓝智慧港充电站,宝安区,2025-08-30,256,2026-05-15,Pending
YKDKCYZ01_440300014025,CIS,,慢充 珠峰易站,114.087143,22.645439,上雪路2号,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 400 082 6699,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://gkd-prod-public-1304271637.cos.ap-beijing.myqcloud.com/fpchargethird/img/station/75d2caeb15cc442c9f58122fd5c6753d.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,珠峰易站,CHA:a28351a540d4525582dcc917c4fa7f99,,,,2025-08-26 23:33:33.209793,0,10,,,,7.0,,,,,,10.0,,,,,,珠峰易站(金鹏数字产业园7KW慢充站),龙岗区,2025-08-30,256,2026-06-01,Pending
MA5DT8Q54_4403120088,CIS,,快充 南网电动,114.415287,22.638772,龙岗区葵涌街道坪葵路大鹏新区,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CC,CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://manage.wodeev.com/pub/api/v0.1/attachs/AA2AD2D9F99E4CF6B2955D16683CE5B6,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,南网电动,CHA:66b2881dc88b908f0656bc86e5010efa,,,,2025-08-26 23:33:33.209793,12,0,250.0,980.0,1000.0,,,,,,,,12.0,,,,,大鹏新区管委会停车场超充站,龙岗区,2025-08-30,256,2026-05-10,Pending
320513112_75-530,CIS,,慢充 依威能源,114.058097,22.533842,福田街道益田路90号,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 135 0961 2405,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://image.e-chong.com/20210204002630_9237.png,,yes,Self-service,3,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,253.0,,,,6.0,,,,,,卓越时代广场二期,福田区,2025-08-30,256,2026-05-15,Pending
101437000_11779,CIS,3.0,快充 小桔充电,113.892285,22.600294,中鑫充电站(企龙山公园停车场内),深圳市,广东省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,EASY_CHARGE,CONTRACT,,,,,+86 188 2481 5362,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://charging-media.bmw-emall.cn/station/comment/2025-04-10/101437000_11779/1.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,64,0,120.0,250.0,750.0,,,,,,,,64.0,,,,,BP快速充电站（深圳宝安企龙山）,宝安区,2025-08-30,256,2026-05-15,Pending
320513112_12-669,CIS,,慢充 依威能源,114.246943,22.724255,龙城街道德政路103号,深圳市,广东省,,CN,,PRIVATE,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 139 2342 1466,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,12,,,,7.0,32.0,253.0,,,,12.0,,,,,,龙福一村4栋,龙岗区,2025-08-30,256,2026-05-10,Pending
311774601_2105182207242769534bqduz,CIS,,慢充 蔚蓝快充,114.40168,22.63715,坝光新村西区,深圳市,广东省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,蔚蓝快充,CHA:b54340eec965fbdb7b15aaee1b8143e4,,,,2025-08-26 23:33:33.209793,0,36,,,,7.0,32.0,220.0,,,,36.0,,,,,,坝光新村西一区2层2栋,龙岗区,2025-08-30,256,2026-05-15,Pending
320513112_57-536,CIS,,慢充 依威能源,120.143816,30.312971,小河街道登云路51-55号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,253.0,,,,6.0,,,,,,锦昌大厦,拱墅区,2025-08-30,256,2026-05-15,Pending
320513112_57-717,CIS,,慢充 依威能源,120.202846,30.474821,临平区塘栖镇塘栖路179号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,14,,,,7.0,32.0,253.0,,,,14.0,,,,,,春风江南府北区,临平区,2025-08-30,256,2026-05-15,Pending
101437000_39791,CIS,,快充 小桔充电,120.28828,30.14133,卓越绿园汽车充电站(杭州萧山范生时装广场),杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 178 5733 3821,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/static/comp-pad/85a6d9ec40464401.blob,,yes,Self-service,10,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,10,0,120.0,250.0,1000.0,,,,,,,,10.0,,,,,萧山区范生时装广场充电站,萧山区,2025-08-30,256,2026-05-15,Pending
320513112_57-696,CIS,,慢充 依威能源,120.133203,30.324721,祥符街道后横港路31号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,253.0,,,,6.0,,,,,,锦秀文澜阁三区,拱墅区,2025-08-30,256,2026-05-15,Pending
101437000_22104,CIS,,快充 小桔充电,120.584445,30.192233,益农镇转益线,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 186 5819 5367,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://s3-gz01.didistatic.com/epower-assets/upload/undefined/087b7f8f37a44f4a8581f3fe9bde54f6.png,,yes,Self-service,6,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,6,0,60.0,250.0,1000.0,,,,,,,,6.0,,,,,光速能源-益农文化体育中心充电站,萧山区,2025-08-30,256,2026-05-10,Pending
101437000_23143,CIS,,慢充 小桔充电,120.214168,30.056068,义桥镇新坝村村委会,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 186 5819 5367,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/static/comp-pad/5be8c22bb3d227f8.jpg,,yes,Self-service,1,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,0,1,,,,7.0,32.0,220.0,,,,1.0,,,,,,光速能源-新坝村慢充站,萧山区,2025-08-30,256,2026-06-01,Pending
MA2J378Y2_416684559614021,CIS,,慢充 宁波均胜,119.87434,29.907627,维也纳国际酒店杭州富阳场口店地面停车场,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,+86 400 999 7778,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://gw.joysonquin.com/common/file/download/417577599955205?417577599955205.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,宁波均胜,CHA:1b8cf5516158af40b0e1fcefde88cdff,,,,2025-08-26 23:33:33.209793,0,9,,,,7.0,32.0,220.0,,,,9.0,,,,,,杭州维也纳酒店富阳区充电站,富阳区,2025-08-30,256,2026-05-15,Pending
MA002TMQX_300003000100019582,CIS,,快充 国家电网,120.210296,30.275437,彭埠街道钱潮路华媒·唯诗礼幼儿园(上城园),杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,+86 400 666 5121,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://cdn-evone-oss.echargenet.com/zcContent/roadbook/300003000100019582/1714963100820_WR,,yes,Self-service,0,yes,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,国家电网,CHA:5d01957224895f00aa963c7b896dd8d2,,,,2025-08-26 23:33:33.209793,26,0,120.0,300.0,750.0,,,,,,,,26.0,,,,,杭州市上城区水湘充电站,上城区,2025-08-30,256,2026-05-20,Pending
625911998_9422983,CIS,,快充 壳牌充电,120.293885,30.455009,塘宁路32号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 400 082 6699,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://gkd-prod-public-1304271637.cos.ap-beijing.myqcloud.com/fpchargethird/img/station/edd75cd63aef494cb464ca817606fc88.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,壳牌充电,CHA:d7c15540ece6b3e32162a7f4aa1ca509,,,,2025-08-26 23:33:33.209793,28,0,120.0,,1000.0,,,,,,,,28.0,,,,,旺盛产业园充电站,临平区,2025-08-30,256,2026-06-01,Pending
MABUL2CU6_1676459647571836930,CIS,,快充 广汽能源,120.239402,30.298872,彭埠街道越秀云悦湾(北门)云悦湾b1，车位编号【180-183，193-204，226-231，234-245,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 400 082 6699,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://gkd-prod-public-1304271637.cos.ap-beijing.myqcloud.com/fpchargethird/img/station/1eda17d8b7124602a5e41e07af25da33.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,广汽能源,CHA:9519a6a19e0c45bb9bbf7c5909523360,,,,2025-08-26 23:33:33.209793,12,0,360.0,18.0,1000.0,,,,,,,,12.0,,,,,昊铂杭州云悦湾超充站,上城区,2025-08-30,256,2026-06-01,Pending
MA002TMQX_300733001700000103,CIS,,慢充 国家电网,120.361537,30.309634,东投新悦广场地下停车场,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,+86 400 666 5121,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,yes,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,国家电网,CHA:5d01957224895f00aa963c7b896dd8d2,,,,2025-08-26 23:33:33.209793,0,15,,,,7.0,32.0,253.0,,,,15.0,,,,,,杭州市钱塘区东投新悦广场交流充电站,钱塘区,2025-08-30,256,2026-05-10,Pending
320513112_57-317,CIS,,慢充 依威能源,119.935715,30.052012,富春街道金凤路75号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,253.0,,,,6.0,,,,,,百合蓝鸟苑,富阳区,2025-08-30,256,2026-05-10,Pending
MAC3JRJ77_8f1e32b4f400200,CIS,,慢充 库仑,120.096178,30.089038,双浦镇桑园地村委东侧公共停车场4台；桑园地文化礼堂西侧侧公共停车场6台,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 400 082 6699,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,库仑,CHA:0d847d27219e2e9d0d095cab04b2f13a,,,,2025-08-26 23:33:33.209793,0,10,,,,7.0,,,,,,10.0,,,,,,桑园地村便民充电站,西湖区,2025-08-30,256,2026-05-15,Pending
320513112_57-194,CIS,,慢充 依威能源,120.085254,30.162459,丽景路与支路三交叉口东北50米转塘家园南区,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,253.0,,,,6.0,,,,,,转塘家园南区,西湖区,2025-08-30,256,2026-05-20,Pending
320513112_57-498,CIS,,慢充 依威能源,120.241835,30.356416,丁兰街道明珠街26号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,12,,,,7.0,32.0,253.0,,,,12.0,,,,,,美都雅苑,上城区,2025-08-30,256,2026-05-20,Pending
101437000_21570,CIS,,快充 小桔充电,119.959487,30.087653,银湖街道大岭山路浙江大铭新材料股份有限公司,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 400 831 9299,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://s3-gz01.didistatic.com/epower-assets/upload/undefined/91f1238170be4a9d83da01d45df91610.png,,yes,Self-service,10,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,10,0,160.0,250.0,1000.0,,,,,,,,10.0,,,,,杭州爱丽芬充电站项目,富阳区,2025-08-30,256,2026-05-20,Pending
101437000_6554,CIS,,快充 小桔充电,120.464316,30.28933,东度人力大厦 地面充电站,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,EASY_CHARGE,"CONTRACT,MOBIL",,,,,+86 400 061 0999,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/image/64499be27b28770a.jpg?srcurl=http://100.69.238.49/static/comp-pad/64499be27b28770a.jpg&mode=online&opt=resize&width=750&height=422,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,14,0,120.0,250.0,750.0,,,,,,,,14.0,,,,,钱塘区东度人力大厦,钱塘区,2025-08-30,256,2026-06-01,Pending
101437000_35085,CIS,,快充 小桔充电,119.632081,29.720767,富春江镇沪瑞线,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 182 6885 6693,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/image/fde029b36653066e.jpg?srcurl=http://100.69.238.49/static/comp-pad/fde029b36653066e.jpg&mode=online&opt=resize&width=750&height=422,,yes,Self-service,6,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,6,0,250.0,250.0,1000.0,,,,,,,,6.0,,,,,富春江镇严陵村充电站,桐庐县,2025-08-30,256,2026-05-20,Pending
